student_id,cumulative_gpa,academic_hours,training_hours,total_warnings_max,consecutive_warnings_max,military_education,graduation_status,year1_fall_gpa,year1_spring_gpa,year1_total_courses,year1_passed_courses,year1_failed_courses,year1_credits,year1_points,year1_avg_grade,year1_max_grade,year1_min_grade,year2_fall_gpa,year2_spring_gpa,year2_total_courses,year2_passed_courses,year2_failed_courses,year2_credits,year2_points,year2_avg_grade,year2_max_grade,year2_min_grade,year3_fall_gpa,year3_spring_gpa,year3_total_courses,year3_passed_courses,year3_failed_courses,year3_credits,year3_points,year3_avg_grade,year3_max_grade,year3_min_grade,year4_fall_gpa,year4_spring_gpa,year4_total_courses,year4_passed_courses,year4_failed_courses,year4_credits,year4_points,year4_avg_grade,year4_max_grade,year4_min_grade,total_courses,passed_courses,failed_courses,total_credits_all_years,total_points_all_years,avg_numeric_grade,highest_grade,lowest_grade,semester_gpa_count,overall_semester_gpa_avg,years_available,complete_four_year_record,promoted_to_year3
212615,2.08,43.0,60.0,1,0,,,1.87,2.01,12,9,3,32.0,62.0,1.958,3.7,0.0,1.76,,6,5,1,17.0,29.9,1.717,2.6,0.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,18,14,4,49.0,91.9,1.878,3.7,0.0,3,1.88,2,0,0
212712,2.46,55.0,110.0,0,0,,,2.23,2.62,13,13,0,35.0,85.0,2.4,3.7,1.0,2.5,,6,6,0,18.0,45.0,2.5,3.0,2.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,53.0,130.0,2.432,3.7,1.0,3,2.45,2,0,1
212715,2.76,60.0,110.0,0,0,,,2.21,3.19,13,13,0,35.0,95.0,2.746,3.7,1.5,2.66,,6,6,0,17.0,45.2,2.667,3.2,1.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,52.0,140.2,2.721,3.7,1.0,3,2.687,2,0,1
212769,2.42,57.0,110.0,1,0,,,1.93,2.78,11,11,0,32.0,74.5,2.336,3.7,1.0,2.67,,6,6,0,17.0,45.4,2.667,2.8,2.4,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,17,17,0,49.0,119.9,2.453,3.7,1.0,3,2.46,2,0,1
212852,2.17,49.0,110.0,1,0,,,1.92,2.46,11,10,1,32.0,69.6,2.109,4.0,0.0,1.91,,6,6,0,17.0,32.5,1.95,3.0,1.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,17,16,1,49.0,102.1,2.053,4.0,0.0,3,2.097,2,0,1
212892,2.33,52.0,30.0,0,0,,,2.09,2.32,13,13,0,35.0,77.4,2.215,3.4,1.0,2.64,,5,5,0,15.0,39.6,2.64,3.0,2.4,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,18,18,0,50.0,117.0,2.333,3.4,1.0,3,2.35,2,0,1
212945,2.08,52.0,70.0,1,0,,,1.91,2.28,11,11,0,32.0,66.6,2.109,4.0,1.0,2.08,,7,7,0,18.0,37.4,2.029,2.6,1.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,18,18,0,50.0,104.0,2.078,4.0,1.0,3,2.09,2,0,1
213006,2.55,48.0,70.0,1,0,,,,,0,0,0,0.0,0.0,,,,2.45,,6,6,0,17.0,41.7,2.45,3.0,1.5,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,6,6,0,17.0,41.7,2.45,3.0,1.5,1,2.45,1,0,1
213442,2.06,52.0,70.0,1,0,,,2.18,1.72,12,12,0,32.0,62.9,1.942,3.0,1.0,2.24,,5,5,0,15.0,33.6,2.24,2.6,2.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,17,17,0,47.0,96.5,2.029,3.0,1.0,3,2.047,2,0,1
213453,2.6,55.0,70.0,0,0,,,2.01,3.13,13,13,0,35.0,90.6,2.608,4.0,1.5,2.75,,6,6,0,18.0,49.5,2.75,3.2,1.5,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,53.0,140.1,2.653,4.0,1.5,3,2.63,2,0,1
213517,2.01,45.0,70.0,2,0,,,1.34,2.0,11,8,3,32.0,52.8,1.6,3.7,0.0,2.14,,5,5,0,15.0,32.1,2.14,2.6,1.5,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,16,13,3,47.0,84.9,1.769,3.7,0.0,3,1.827,2,0,1
213858,2.26,60.0,70.0,0,0,,,2.25,2.42,13,13,0,35.0,81.8,2.354,4.0,1.0,2.05,,6,6,0,17.0,34.8,2.067,2.6,1.5,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,52.0,116.6,2.263,4.0,1.0,3,2.24,2,0,1
213885,2.41,60.0,70.0,0,0,,,2.12,2.87,13,13,0,35.0,87.8,2.508,3.7,1.0,2.26,,5,5,0,14.0,31.6,2.28,3.0,1.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,18,18,0,49.0,119.4,2.444,3.7,1.0,3,2.417,2,0,1
220006,2.14,53.0,70.0,0,0,,,2.27,1.8,13,11,2,35.0,71.0,1.985,3.4,0.0,1.95,,6,6,0,18.0,35.1,1.95,2.4,1.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,17,2,53.0,106.1,1.974,3.4,0.0,3,2.007,2,0,1
220023,2.5,52.0,70.0,0,0,,,,,0,0,0,0.0,0.0,,,,2.64,,6,6,0,17.0,44.8,2.633,3.0,2.4,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,6,6,0,17.0,44.8,2.633,3.0,2.4,1,2.64,1,0,1
220048,2.77,53.0,70.0,0,0,,,2.87,2.64,13,13,0,35.0,96.3,2.7,4.0,1.0,2.8,,6,6,0,18.0,50.4,2.8,3.0,2.4,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,53.0,146.7,2.732,4.0,1.0,3,2.77,2,0,1
220049,2.63,52.0,110.0,0,0,,,2.92,2.65,13,13,0,35.0,97.4,2.815,3.7,1.0,2.32,,6,6,0,17.0,39.4,2.333,2.6,2.2,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,52.0,136.8,2.663,3.7,1.0,3,2.63,2,0,1
220051,2.95,53.0,70.0,0,0,,,2.79,3.02,13,13,0,35.0,101.9,2.892,4.0,2.0,2.97,,6,6,0,18.0,53.4,2.967,3.4,2.6,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,53.0,155.3,2.916,4.0,2.0,3,2.927,2,0,1
220057,2.09,52.0,70.0,0,0,,,2.23,2.08,13,13,0,35.0,75.3,2.131,3.7,1.0,1.98,,6,6,0,17.0,33.6,2.033,3.0,1.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,52.0,108.9,2.1,3.7,1.0,3,2.097,2,0,1
220060,2.56,52.0,110.0,0,0,,,2.49,2.51,13,13,0,35.0,87.5,2.5,3.7,1.0,2.67,,6,6,0,17.0,45.4,2.667,2.8,2.6,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,52.0,132.9,2.553,3.7,1.0,3,2.557,2,0,1
220072,2.47,49.0,70.0,0,0,,,2.34,2.77,13,13,0,35.0,89.5,2.585,4.0,1.0,2.28,,6,5,1,17.0,38.8,2.333,3.2,0.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,18,1,52.0,128.3,2.505,4.0,0.0,3,2.463,2,0,1
220080,2.56,53.0,110.0,0,0,,,2.6,2.64,13,13,0,35.0,91.8,2.562,3.7,1.5,2.43,,6,6,0,18.0,43.8,2.433,3.0,2.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,53.0,135.6,2.521,3.7,1.5,3,2.557,2,0,1
220090,3.14,55.0,100.0,0,0,,,3.37,3.15,13,13,0,35.0,114.0,3.231,4.0,2.0,2.93,,7,7,0,20.0,58.7,2.929,3.7,2.4,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,20,20,0,55.0,172.7,3.125,4.0,2.0,3,3.15,2,0,1
220105,2.09,50.0,70.0,1,0,,,1.84,2.2,11,11,0,32.0,64.3,2.009,3.0,1.0,2.24,,7,7,0,18.0,40.3,2.271,2.8,1.5,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,18,18,0,50.0,104.6,2.111,3.0,1.0,3,2.093,2,0,0
220110,3.01,56.0,70.0,0,0,,,2.99,3.06,14,13,1,38.0,115.2,2.979,3.7,0.0,2.96,,7,7,0,20.0,59.2,2.971,3.4,2.6,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,21,20,1,58.0,174.4,2.976,3.7,0.0,3,3.003,2,0,1
220112,2.98,53.0,70.0,0,0,,,2.74,3.23,13,13,0,35.0,104.8,3.0,4.0,2.2,2.97,,6,6,0,18.0,53.4,2.967,3.2,2.6,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,53.0,158.2,2.989,4.0,2.2,3,2.98,2,0,1
220123,2.86,53.0,70.0,0,0,,,2.87,2.88,13,13,0,35.0,100.7,2.892,4.0,2.0,2.83,,6,6,0,18.0,51.0,2.833,3.2,2.4,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,53.0,151.7,2.874,4.0,2.0,3,2.86,2,0,1
220133,2.31,48.0,30.0,0,0,,,2.91,2.11,13,12,1,35.0,87.5,2.431,3.7,0.0,1.91,,6,5,1,17.0,32.4,1.8,2.4,0.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,17,2,52.0,119.9,2.232,3.7,0.0,3,2.31,2,0,1
220142,2.62,53.0,110.0,0,0,,,2.78,2.74,13,13,0,35.0,96.5,2.738,3.7,1.5,2.37,,6,6,0,18.0,42.6,2.367,2.8,2.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,53.0,139.1,2.621,3.7,1.5,3,2.63,2,0,1
220162,2.27,58.0,110.0,0,0,,,2.51,2.16,13,13,0,35.0,81.4,2.331,3.7,1.0,2.16,,6,6,0,17.0,36.7,2.15,2.8,1.5,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,52.0,118.1,2.274,3.7,1.0,3,2.277,2,0,1
220177,3.15,58.0,110.0,0,0,,,3.18,3.24,14,14,0,38.0,122.2,3.2,4.0,2.4,3.03,,7,7,0,20.0,60.6,3.029,3.4,2.8,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,21,21,0,58.0,182.8,3.143,4.0,2.4,3,3.15,2,0,1
220178,2.11,50.0,110.0,2,0,,,1.54,2.42,11,9,2,32.0,62.4,1.891,3.7,0.0,1.95,,6,6,0,18.0,35.1,1.95,2.6,1.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,17,15,2,50.0,97.5,1.912,3.7,0.0,3,1.97,2,0,1
220179,1.99,50.0,110.0,3,0,,,1.29,2.28,11,9,2,32.0,56.1,1.7,3.4,0.0,1.8,,6,6,0,18.0,32.4,1.8,2.4,1.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,17,15,2,50.0,88.5,1.735,3.4,0.0,3,1.79,2,0,1
220182,1.95,52.0,40.0,3,0,,,,,0,0,0,0.0,0.0,,,,1.53,,6,6,0,17.0,26.0,1.5,2.0,1.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,6,6,0,17.0,26.0,1.5,2.0,1.0,1,1.53,1,0,1
220191,3.09,58.0,70.0,0,0,,,2.98,3.23,14,14,0,38.0,118.4,3.114,4.0,2.2,3.05,,7,7,0,20.0,60.9,3.043,3.7,2.4,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,21,21,0,58.0,179.3,3.09,4.0,2.2,3,3.087,2,0,1
220192,3.05,53.0,70.0,0,0,,,2.52,3.38,13,13,0,35.0,103.8,2.962,4.0,1.0,3.2,,6,6,0,18.0,57.6,3.2,3.7,2.2,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,53.0,161.4,3.037,4.0,1.0,3,3.033,2,0,1
220196,1.96,56.0,70.0,2,0,,,1.9,2.14,11,11,0,32.0,64.4,2.018,3.7,1.0,1.67,,6,6,0,18.0,30.0,1.667,2.0,1.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,17,17,0,50.0,94.4,1.894,3.7,1.0,3,1.903,2,0,1
220199,2.54,53.0,70.0,0,0,,,2.49,2.97,13,13,0,35.0,95.8,2.723,4.0,2.0,2.15,,6,6,0,18.0,38.7,2.15,2.6,1.5,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,53.0,134.5,2.542,4.0,1.5,3,2.537,2,0,1
220212,2.33,53.0,70.0,0,0,,,2.14,2.33,13,13,0,35.0,78.4,2.246,3.2,1.5,2.5,,6,6,0,18.0,45.0,2.5,2.8,2.2,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,53.0,123.4,2.326,3.2,1.5,3,2.323,2,0,1
220234,2.28,52.0,70.0,0,0,,,2.04,2.47,13,13,0,35.0,79.1,2.285,4.0,1.0,2.32,,6,6,0,17.0,39.4,2.333,2.8,2.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,52.0,118.5,2.3,4.0,1.0,3,2.277,2,0,1
220247,2.58,51.0,70.0,0,0,,,2.63,2.69,13,13,0,35.0,93.1,2.685,4.0,1.0,2.4,,6,6,0,16.0,38.4,2.35,3.0,1.5,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,51.0,131.5,2.579,4.0,1.0,3,2.573,2,0,1
220259,2.37,49.0,80.0,0,0,,,2.53,2.48,13,13,0,35.0,87.6,2.538,3.2,2.0,2.09,,6,5,1,17.0,35.6,2.1,3.0,0.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,18,1,52.0,123.2,2.4,3.2,0.0,3,2.367,2,0,1
220264,3.1,58.0,70.0,0,0,,,3.25,3.11,14,14,0,38.0,120.5,3.164,4.0,2.2,2.96,,7,7,0,20.0,59.2,2.971,3.4,2.4,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,21,21,0,58.0,179.7,3.1,4.0,2.2,3,3.107,2,0,1
220266,2.8,53.0,110.0,0,0,,,2.76,2.83,13,13,0,35.0,97.8,2.8,4.0,1.5,2.77,,6,6,0,18.0,49.8,2.767,3.2,2.2,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,53.0,147.6,2.789,4.0,1.5,3,2.787,2,0,1
220270,2.12,52.0,110.0,0,0,,,2.18,2.08,13,12,1,35.0,74.5,2.131,3.2,0.0,1.76,,6,5,1,17.0,29.9,1.817,2.8,0.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,17,2,52.0,104.4,2.032,3.2,0.0,3,2.007,2,0,1
220275,2.01,53.0,70.0,0,0,,,2.12,1.96,13,13,0,35.0,71.2,2.069,3.0,1.0,1.97,,6,6,0,18.0,35.4,1.967,3.0,1.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,53.0,106.6,2.037,3.0,1.0,3,2.017,2,0,1
